OrderID,ProductID,Quantity,UnitPrice,Discount,NetAmount,CategoryID,ProductName,CategoryName
10380,53,20,$26.20 ,0.100000001,471.5999756,6,Perth Pasties,Meat/Poultry
10380,30,18,$20.70 ,0.100000001,335.3399963,8,Nord-Ost Matjeshering,Seafood
10381,74,14,$8.00 ,0,112,7,Longlife Tofu,Produce
10382,5,32,$17.00 ,0,544,2,Chef Anton's Gumbo Mix,Condiments
10382,33,60,$2.00 ,0,120,4,Geitost,Dairy Products
10382,29,14,$99.00 ,0,1386,6,Thüringer Rostbratwurst,Meat/Poultry
10382,74,50,$8.00 ,0,400,7,Longlife Tofu,Produce
10382,18,9,$50.00 ,0,450,8,Carnarvon Tigers,Seafood
10383,50,15,$13.00 ,0,195,3,Valkoinen suklaa,Confections
10383,56,20,$30.40 ,0,608,5,Gnocchi di nonna Alice,Grains/Cereals
10383,13,20,$4.80 ,0,96,8,Konbu,Seafood
10384,20,28,$64.80 ,0,1814.400024,3,Sir Rodney's Marmalade,Confections
10384,60,15,$27.20 ,0,408,4,Camembert Pierrot,Dairy Products
10385,68,8,$10.00 ,0.200000003,64,3,Scottish Longbreads,Confections
10385,60,20,$27.20 ,0.200000003,435.2000122,4,Camembert Pierrot,Dairy Products
10385,7,10,$24.00 ,0.200000003,192,7,Uncle Bob's Organic Dried Pears,Produce
10386,24,15,$3.60 ,0,54,1,Guaraná Fantástica,Beverages
10386,34,10,$11.20 ,0,112,1,Sasquatch Ale,Beverages
10387,24,15,$3.60 ,0,54,1,Guaraná Fantástica,Beverages
10387,59,12,$44.00 ,0,528,4,Raclette Courdavault,Dairy Products
10387,71,15,$17.20 ,0,258,4,Flotemysost,Dairy Products
10387,28,6,$36.40 ,0,218.3999939,7,Rössle Sauerkraut,Produce
10388,52,20,$5.60 ,0.200000003,89.59999847,5,Filo Mix,Grains/Cereals
10388,53,40,$26.20 ,0,1048,6,Perth Pasties,Meat/Poultry
10388,45,15,$7.60 ,0.200000003,91.20000458,8,Rogede sild,Seafood
10389,70,30,$12.00 ,0,360,1,Outback Lager,Beverages
10389,62,20,$39.40 ,0,788,3,Tarte au sucre,Confections
10389,55,15,$19.20 ,0,288,6,Pâté chinois,Meat/Poultry
10389,10,16,$24.80 ,0,396.7999878,8,Ikura,Seafood
10390,35,40,$14.40 ,0.100000001,518.3999634,1,Steeleye Stout,Beverages
10390,31,60,$10.00 ,0.100000001,540,4,Gorgonzola Telino,Dairy Products
10390,72,24,$27.80 ,0.100000001,600.4799805,4,Mozzarella di Giovanni,Dairy Products
10390,46,45,$9.60 ,0,432,8,Spegesild,Seafood
10391,13,18,$4.80 ,0,86.40000153,8,Konbu,Seafood
10392,69,50,$28.80 ,0,1440,4,Gudbrandsdalsost,Dairy Products
10393,2,25,$15.20 ,0.25,285,1,Chang,Beverages
10393,25,7,$11.20 ,0.25,58.80000305,3,NuNuCa Nuß-Nougat-Creme,Confections
10393,26,70,$24.90 ,0.25,1307.25,3,Gumbär Gummibärchen,Confections
10393,31,32,$10.00 ,0,320,4,Gorgonzola Telino,Dairy Products
10393,14,42,$18.60 ,0.25,585.9000244,7,Tofu,Produce
10394,62,10,$39.40 ,0,394,3,Tarte au sucre,Confections
10394,13,10,$4.80 ,0,48,8,Konbu,Seafood
10395,69,8,$28.80 ,0,230.3999939,4,Gudbrandsdalsost,Dairy Products
10395,53,70,$26.20 ,0.100000001,1650.599976,6,Perth Pasties,Meat/Poultry
10395,46,28,$9.60 ,0.100000001,241.9199829,8,Spegesild,Seafood
10396,71,60,$17.20 ,0,1032,4,Flotemysost,Dairy Products
10396,72,21,$27.80 ,0,583.7999878,4,Mozzarella di Giovanni,Dairy Products
10396,23,40,$7.20 ,0,288,5,Tunnbröd,Grains/Cereals
10397,21,10,$8.00 ,0.150000006,68,3,Sir Rodney's Scones,Confections
10397,51,18,$42.40 ,0.150000006,648.7200317,7,Manjimup Dried Apples,Produce
10398,35,30,$14.40 ,0,432,1,Steeleye Stout,Beverages
10398,55,120,$19.20 ,0.100000001,2073.599854,6,Pâté chinois,Meat/Poultry
10399,76,35,$14.40 ,0,504,1,Lakkalikööri,Beverages
10399,77,14,$10.40 ,0,145.6000061,2,Original Frankfurter grüne Soße,Condiments
10399,68,60,$10.00 ,0,600,3,Scottish Longbreads,Confections
10399,71,30,$17.20 ,0,516,4,Flotemysost,Dairy Products
10400,35,35,$14.40 ,0,504,1,Steeleye Stout,Beverages
10400,49,30,$16.00 ,0,480,3,Maxilaku,Confections
10400,29,21,$99.00 ,0,2079,6,Thüringer Rostbratwurst,Meat/Poultry
10401,65,20,$16.80 ,0,336,2,Louisiana Fiery Hot Pepper Sauce,Condiments
10401,71,60,$17.20 ,0,1032,4,Flotemysost,Dairy Products
10401,56,70,$30.40 ,0,2128,5,Gnocchi di nonna Alice,Grains/Cereals
10401,30,18,$20.70 ,0,372.6000061,8,Nord-Ost Matjeshering,Seafood
10402,63,65,$35.10 ,0,2281.5,2,Vegie-spread,Condiments
10402,23,60,$7.20 ,0,432,5,Tunnbröd,Grains/Cereals
10403,16,21,$13.90 ,0.150000006,248.1150055,3,Pavlova,Confections
10403,48,70,$10.20 ,0.150000006,606.9000244,3,Chocolade,Confections
10404,26,30,$24.90 ,0.050000001,709.6499634,3,Gumbär Gummibärchen,Confections
10404,49,30,$16.00 ,0.050000001,456,3,Maxilaku,Confections
10404,42,40,$11.20 ,0.050000001,425.6000061,5,Singaporean Hokkien Fried Mee,Grains/Cereals
10405,3,50,$8.00 ,0,400,2,Aniseed Syrup,Condiments
10406,1,10,$14.40 ,0,144,1,Chai,Beverages
10406,21,30,$8.00 ,0.100000001,216,3,Sir Rodney's Scones,Confections
10406,28,42,$36.40 ,0.100000001,1375.920044,7,Rössle Sauerkraut,Produce
10406,36,5,$15.20 ,0.100000001,68.40000153,8,Inlagd Sill,Seafood
10406,40,2,$14.70 ,0.100000001,26.45999908,8,Boston Crab Meat,Seafood
10407,11,30,$16.80 ,0,504,4,Queso Cabrales,Dairy Products
10407,69,15,$28.80 ,0,432,4,Gudbrandsdalsost,Dairy Products
10407,71,15,$17.20 ,0,258,4,Flotemysost,Dairy Products
10408,62,35,$39.40 ,0,1379,3,Tarte au sucre,Confections
10408,54,6,$5.90 ,0,35.40000153,6,Tourtière,Meat/Poultry
10408,37,10,$20.80 ,0,208,8,Gravad lax,Seafood
10409,21,12,$8.00 ,0,96,3,Sir Rodney's Scones,Confections
10409,14,12,$18.60 ,0,223.1999969,7,Tofu,Produce
10410,33,49,$2.00 ,0,98,4,Geitost,Dairy Products
10410,59,16,$44.00 ,0,704,4,Raclette Courdavault,Dairy Products
10411,44,40,$15.50 ,0.200000003,496,2,Gula Malacca,Condiments
10411,59,9,$44.00 ,0.200000003,316.8000183,4,Raclette Courdavault,Dairy Products
10411,41,25,$7.70 ,0.200000003,154,8,Jack's New England Clam Chowder,Seafood
10412,14,20,$18.60 ,0.100000001,334.7999878,7,Tofu,Produce
10413,1,24,$14.40 ,0,345.6000061,1,Chai,Beverages
10413,76,14,$14.40 ,0,201.6000061,1,Lakkalikööri,Beverages
10413,62,40,$39.40 ,0,1576,3,Tarte au sucre,Confections
10414,19,18,$7.30 ,0.050000001,124.8299942,3,Teatime Chocolate Biscuits,Confections
10414,33,50,$2.00 ,0,100,4,Geitost,Dairy Products
10415,33,20,$2.00 ,0,40,4,Geitost,Dairy Products
10415,17,2,$31.20 ,0,62.40000153,6,Alice Mutton,Meat/Poultry
10416,19,20,$7.30 ,0,146,3,Teatime Chocolate Biscuits,Confections
10416,57,20,$15.60 ,0,312,5,Ravioli Angelo,Grains/Cereals
10416,53,10,$26.20 ,0,262,6,Perth Pasties,Meat/Poultry
10417,38,50,$210.80 ,0,10540,1,Côte de Blaye,Beverages
10417,77,35,$10.40 ,0,364,2,Original Frankfurter grüne Soße,Condiments
10417,68,36,$10.00 ,0.25,270,3,Scottish Longbreads,Confections
10417,46,2,$9.60 ,0.25,14.40000057,8,Spegesild,Seafood
10418,2,60,$15.20 ,0,912,1,Chang,Beverages
10418,61,16,$22.80 ,0,364.7999878,2,Sirop d'érable,Condiments
10418,47,55,$7.60 ,0,418,3,Zaanse koeken,Confections
10418,74,15,$8.00 ,0,120,7,Longlife Tofu,Produce
10419,60,60,$27.20 ,0.050000001,1550.400024,4,Camembert Pierrot,Dairy Products
10419,69,20,$28.80 ,0.050000001,547.2000122,4,Gudbrandsdalsost,Dairy Products
10420,70,8,$12.00 ,0.100000001,86.3999939,1,Outback Lager,Beverages
10420,9,20,$77.60 ,0.100000001,1396.799927,6,Mishi Kobe Niku,Meat/Poultry
10420,13,2,$4.80 ,0.100000001,8.640000343,8,Konbu,Seafood
10420,73,20,$12.00 ,0.100000001,216,8,Röd Kaviar,Seafood
10421,77,10,$10.40 ,0.150000006,88.40000153,2,Original Frankfurter grüne Soße,Condiments
10421,19,4,$7.30 ,0.150000006,24.8200016,3,Teatime Chocolate Biscuits,Confections
10421,26,30,$24.90 ,0,747,3,Gumbär Gummibärchen,Confections
10421,53,15,$26.20 ,0.150000006,334.0500183,6,Perth Pasties,Meat/Poultry
10422,26,2,$24.90 ,0,49.79999924,3,Gumbär Gummibärchen,Confections
10423,31,14,$10.00 ,0,140,4,Gorgonzola Telino,Dairy Products
10423,59,20,$44.00 ,0,880,4,Raclette Courdavault,Dairy Products
10424,35,60,$14.40 ,0.200000003,691.2000122,1,Steeleye Stout,Beverages
10424,38,49,$210.80 ,0.200000003,8263.360352,1,Côte de Blaye,Beverages
10424,68,30,$10.00 ,0.200000003,240,3,Scottish Longbreads,Confections
10425,76,20,$14.40 ,0.25,216,1,Lakkalikööri,Beverages
10425,55,10,$19.20 ,0.25,144,6,Pâté chinois,Meat/Poultry
10426,56,5,$30.40 ,0,152,5,Gnocchi di nonna Alice,Grains/Cereals
10426,64,7,$26.60 ,0,186.1999969,5,Wimmers gute Semmelknödel,Grains/Cereals
10427,14,35,$18.60 ,0,651,7,Tofu,Produce
10428,46,20,$9.60 ,0,192,8,Spegesild,Seafood
10429,63,35,$35.10 ,0.25,921.375,2,Vegie-spread,Condiments
10429,50,40,$13.00 ,0,520,3,Valkoinen suklaa,Confections
10430,21,50,$8.00 ,0,400,3,Sir Rodney's Scones,Confections
10430,59,70,$44.00 ,0.200000003,2464,4,Raclette Courdavault,Dairy Products
10430,56,30,$30.40 ,0,912,5,Gnocchi di nonna Alice,Grains/Cereals
10430,17,45,$31.20 ,0.200000003,1123.200073,6,Alice Mutton,Meat/Poultry
10431,47,30,$7.60 ,0.25,171,3,Zaanse koeken,Confections
10431,17,50,$31.20 ,0.25,1170,6,Alice Mutton,Meat/Poultry
10431,40,50,$14.70 ,0.25,551.25,8,Boston Crab Meat,Seafood
10432,26,10,$24.90 ,0,249,3,Gumbär Gummibärchen,Confections
10432,54,40,$5.90 ,0,236,6,Tourtière,Meat/Poultry
10433,56,28,$30.40 ,0,851.2000122,5,Gnocchi di nonna Alice,Grains/Cereals
10434,76,18,$14.40 ,0.150000006,220.3200226,1,Lakkalikööri,Beverages
10434,11,6,$16.80 ,0,100.8000031,4,Queso Cabrales,Dairy Products
10435,2,10,$15.20 ,0,152,1,Chang,Beverages
10435,72,10,$27.80 ,0,278,4,Mozzarella di Giovanni,Dairy Products
10435,22,12,$16.80 ,0,201.6000061,5,Gustaf's Knäckebröd,Grains/Cereals
10436,75,24,$6.20 ,0.100000001,133.9199982,1,Rhönbräu Klosterbier,Beverages
10436,56,40,$30.40 ,0.100000001,1094.400024,5,Gnocchi di nonna Alice,Grains/Cereals
10436,64,30,$26.60 ,0.100000001,718.1999512,5,Wimmers gute Semmelknödel,Grains/Cereals
10436,46,5,$9.60 ,0,48,8,Spegesild,Seafood
10437,53,15,$26.20 ,0,393,6,Perth Pasties,Meat/Poultry
10438,34,20,$11.20 ,0.200000003,179.1999969,1,Sasquatch Ale,Beverages
10438,19,15,$7.30 ,0.200000003,87.59999847,3,Teatime Chocolate Biscuits,Confections
10438,57,15,$15.60 ,0.200000003,187.1999969,5,Ravioli Angelo,Grains/Cereals
10439,16,16,$13.90 ,0,222.3999939,3,Pavlova,Confections
10439,12,15,$30.40 ,0,456,4,Queso Manchego La Pastora,Dairy Products
10439,64,6,$26.60 ,0,159.6000061,5,Wimmers gute Semmelknödel,Grains/Cereals
10439,74,30,$8.00 ,0,240,7,Longlife Tofu,Produce
10440,2,45,$15.20 ,0.150000006,581.4000244,1,Chang,Beverages
10440,61,90,$22.80 ,0.150000006,1744.200073,2,Sirop d'érable,Condiments
10440,16,49,$13.90 ,0.150000006,578.9349976,3,Pavlova,Confections
10440,29,24,$99.00 ,0.150000006,2019.600098,6,Thüringer Rostbratwurst,Meat/Poultry
10441,27,50,$35.10 ,0,1755,3,Schoggi Schokolade,Confections
10442,66,60,$13.60 ,0,816,2,Louisiana Hot Spiced Okra,Condiments
10442,11,30,$16.80 ,0,504,4,Queso Cabrales,Dairy Products
10442,54,80,$5.90 ,0,472,6,Tourtière,Meat/Poultry
10443,11,6,$16.80 ,0.200000003,80.64000702,4,Queso Cabrales,Dairy Products
10443,28,12,$36.40 ,0,436.7999878,7,Rössle Sauerkraut,Produce
10444,35,8,$14.40 ,0,115.1999969,1,Steeleye Stout,Beverages
10444,26,15,$24.90 ,0,373.5,3,Gumbär Gummibärchen,Confections
10444,17,10,$31.20 ,0,312,6,Alice Mutton,Meat/Poultry
10444,41,30,$7.70 ,0,231,8,Jack's New England Clam Chowder,Seafood
10445,39,6,$14.40 ,0,86.40000153,1,Chartreuse verte,Beverages
10445,54,15,$5.90 ,0,88.5,6,Tourtière,Meat/Poultry
10446,24,20,$3.60 ,0.100000001,64.79999542,1,Guaraná Fantástica,Beverages
10446,19,12,$7.30 ,0.100000001,78.83999634,3,Teatime Chocolate Biscuits,Confections
10446,31,3,$10.00 ,0.100000001,27,4,Gorgonzola Telino,Dairy Products
10446,52,15,$5.60 ,0.100000001,75.59999847,5,Filo Mix,Grains/Cereals
10447,65,35,$16.80 ,0,588,2,Louisiana Fiery Hot Pepper Sauce,Condiments
10447,19,40,$7.30 ,0,292,3,Teatime Chocolate Biscuits,Confections
10447,71,2,$17.20 ,0,34.40000153,4,Flotemysost,Dairy Products
10448,26,6,$24.90 ,0,149.3999939,3,Gumbär Gummibärchen,Confections
10448,40,20,$14.70 ,0,294,8,Boston Crab Meat,Seafood
10449,62,35,$39.40 ,0,1379,3,Tarte au sucre,Confections
10449,52,20,$5.60 ,0,112,5,Filo Mix,Grains/Cereals
10449,10,14,$24.80 ,0,347.2000122,8,Ikura,Seafood
10450,54,6,$5.90 ,0.200000003,28.3200016,6,Tourtière,Meat/Poultry
10450,10,20,$24.80 ,0.200000003,396.8000183,8,Ikura,Seafood
10451,65,28,$16.80 ,0.100000001,423.3599854,2,Louisiana Fiery Hot Pepper Sauce,Condiments
10451,77,55,$10.40 ,0.100000001,514.7999878,2,Original Frankfurter grüne Soße,Condiments
10451,64,35,$26.60 ,0.100000001,837.8999634,5,Wimmers gute Semmelknödel,Grains/Cereals
10451,55,120,$19.20 ,0.100000001,2073.599854,6,Pâté chinois,Meat/Poultry
10452,44,100,$15.50 ,0.050000001,1472.5,2,Gula Malacca,Condiments
10452,28,15,$36.40 ,0,546,7,Rössle Sauerkraut,Produce
10453,70,25,$12.00 ,0.100000001,270,1,Outback Lager,Beverages
10453,48,15,$10.20 ,0.100000001,137.6999969,3,Chocolade,Confections
10454,16,20,$13.90 ,0.200000003,222.4000092,3,Pavlova,Confections
10454,33,20,$2.00 ,0.200000003,32,4,Geitost,Dairy Products
10454,46,10,$9.60 ,0.200000003,76.80000305,8,Spegesild,Seafood
10455,39,20,$14.40 ,0,288,1,Chartreuse verte,Beverages
10455,61,25,$22.80 ,0,570,2,Sirop d'érable,Condiments
10455,71,30,$17.20 ,0,516,4,Flotemysost,Dairy Products
10455,53,50,$26.20 ,0,1310,6,Perth Pasties,Meat/Poultry
10456,21,40,$8.00 ,0.150000006,272,3,Sir Rodney's Scones,Confections
10456,49,21,$16.00 ,0.150000006,285.6000061,3,Maxilaku,Confections
10457,59,36,$44.00 ,0,1584,4,Raclette Courdavault,Dairy Products
10458,43,20,$36.80 ,0,736,1,Ipoh Coffee,Beverages
10458,26,30,$24.90 ,0,747,3,Gumbär Gummibärchen,Confections
10458,71,50,$17.20 ,0,860,4,Flotemysost,Dairy Products
10458,56,15,$30.40 ,0,456,5,Gnocchi di nonna Alice,Grains/Cereals
10458,28,30,$36.40 ,0,1092,7,Rössle Sauerkraut,Produce
10459,72,40,$27.80 ,0,1112,4,Mozzarella di Giovanni,Dairy Products
10459,7,16,$24.00 ,0.050000001,364.7999878,7,Uncle Bob's Organic Dried Pears,Produce
10459,46,20,$9.60 ,0.050000001,182.3999939,8,Spegesild,Seafood
10460,75,4,$6.20 ,0.25,18.59999847,1,Rhönbräu Klosterbier,Beverages
10460,68,21,$10.00 ,0.25,157.5,3,Scottish Longbreads,Confections
10461,21,40,$8.00 ,0.25,240,3,Sir Rodney's Scones,Confections
10461,55,60,$19.20 ,0.25,864,6,Pâté chinois,Meat/Poultry
10461,30,28,$20.70 ,0.25,434.6999817,8,Nord-Ost Matjeshering,Seafood
10462,23,21,$7.20 ,0,151.1999969,5,Tunnbröd,Grains/Cereals
10462,13,1,$4.80 ,0,4.800000191,8,Konbu,Seafood
10463,19,21,$7.30 ,0,153.3000031,3,Teatime Chocolate Biscuits,Confections
10463,42,50,$11.20 ,0,560,5,Singaporean Hokkien Fried Mee,Grains/Cereals
10464,43,3,$36.80 ,0,110.4000015,1,Ipoh Coffee,Beverages
10464,4,16,$17.60 ,0.200000003,225.280014,2,Chef Anton's Cajun Seasoning,Condiments
10464,60,20,$27.20 ,0,544,4,Camembert Pierrot,Dairy Products
10464,56,30,$30.40 ,0.200000003,729.6000366,5,Gnocchi di nonna Alice,Grains/Cereals
10465,24,25,$3.60 ,0,90,1,Guaraná Fantástica,Beverages
10465,50,25,$13.00 ,0,325,3,Valkoinen suklaa,Confections
10465,29,18,$99.00 ,0.100000001,1603.799927,6,Thüringer Rostbratwurst,Meat/Poultry
10465,40,20,$14.70 ,0,294,8,Boston Crab Meat,Seafood
10465,45,30,$7.60 ,0.100000001,205.1999969,8,Rogede sild,Seafood
10466,11,10,$16.80 ,0,168,4,Queso Cabrales,Dairy Products
10466,46,5,$9.60 ,0,48,8,Spegesild,Seafood
10467,24,28,$3.60 ,0,100.8000031,1,Guaraná Fantástica,Beverages
10467,25,12,$11.20 ,0,134.3999939,3,NuNuCa Nuß-Nougat-Creme,Confections
10468,43,15,$36.80 ,0,552,1,Ipoh Coffee,Beverages
10468,30,8,$20.70 ,0,165.6000061,8,Nord-Ost Matjeshering,Seafood
10469,2,40,$15.20 ,0.150000006,516.7999878,1,Chang,Beverages
10469,44,2,$15.50 ,0.150000006,26.35000038,2,Gula Malacca,Condiments
10469,16,35,$13.90 ,0.150000006,413.5250244,3,Pavlova,Confections
10470,23,15,$7.20 ,0,108,5,Tunnbröd,Grains/Cereals
10470,64,8,$26.60 ,0,212.8000031,5,Wimmers gute Semmelknödel,Grains/Cereals
10470,18,30,$50.00 ,0,1500,8,Carnarvon Tigers,Seafood
10471,56,20,$30.40 ,0,608,5,Gnocchi di nonna Alice,Grains/Cereals
10471,7,30,$24.00 ,0,720,7,Uncle Bob's Organic Dried Pears,Produce
10472,24,80,$3.60 ,0.050000001,273.6000061,1,Guaraná Fantástica,Beverages
10472,51,18,$42.40 ,0,763.2000122,7,Manjimup Dried Apples,Produce
10473,33,12,$2.00 ,0,24,4,Geitost,Dairy Products
10473,71,12,$17.20 ,0,206.3999939,4,Flotemysost,Dairy Products
10474,75,10,$6.20 ,0,62,1,Rhönbräu Klosterbier,Beverages
10474,14,12,$18.60 ,0,223.1999969,7,Tofu,Produce
10474,28,18,$36.40 ,0,655.2000122,7,Rössle Sauerkraut,Produce
10474,40,21,$14.70 ,0,308.7000122,8,Boston Crab Meat,Seafood
10475,76,42,$14.40 ,0.150000006,514.0800171,1,Lakkalikööri,Beverages
10475,66,60,$13.60 ,0.150000006,693.6000366,2,Louisiana Hot Spiced Okra,Condiments
10475,31,35,$10.00 ,0.150000006,297.5,4,Gorgonzola Telino,Dairy Products
10476,70,12,$12.00 ,0,144,1,Outback Lager,Beverages
10476,55,2,$19.20 ,0.050000001,36.47999954,6,Pâté chinois,Meat/Poultry
10477,1,15,$14.40 ,0,216,1,Chai,Beverages
10477,39,20,$14.40 ,0.25,216,1,Chartreuse verte,Beverages
10477,21,21,$8.00 ,0.25,126,3,Sir Rodney's Scones,Confections
10478,10,20,$24.80 ,0.050000001,471.1999817,8,Ikura,Seafood
10479,38,30,$210.80 ,0,6324,1,Côte de Blaye,Beverages
10479,59,60,$44.00 ,0,2640,4,Raclette Courdavault,Dairy Products
10479,64,30,$26.60 ,0,798,5,Wimmers gute Semmelknödel,Grains/Cereals
10479,53,28,$26.20 ,0,733.5999756,6,Perth Pasties,Meat/Poultry
10480,47,30,$7.60 ,0,228,3,Zaanse koeken,Confections
10480,59,12,$44.00 ,0,528,4,Raclette Courdavault,Dairy Products
10481,49,24,$16.00 ,0,384,3,Maxilaku,Confections
10481,60,40,$27.20 ,0,1088,4,Camembert Pierrot,Dairy Products
10482,40,10,$14.70 ,0,147,8,Boston Crab Meat,Seafood
10483,34,35,$11.20 ,0.050000001,372.3999939,1,Sasquatch Ale,Beverages
10483,77,30,$10.40 ,0.050000001,296.3999939,2,Original Frankfurter grüne Soße,Condiments
10484,21,14,$8.00 ,0,112,3,Sir Rodney's Scones,Confections
10484,51,3,$42.40 ,0,127.1999969,7,Manjimup Dried Apples,Produce
10484,40,10,$14.70 ,0,147,8,Boston Crab Meat,Seafood
10485,2,20,$15.20 ,0.100000001,273.6000061,1,Chang,Beverages
10485,70,60,$12.00 ,0.100000001,648,1,Outback Lager,Beverages
10485,3,20,$8.00 ,0.100000001,144,2,Aniseed Syrup,Condiments
10485,55,30,$19.20 ,0.100000001,518.3999634,6,Pâté chinois,Meat/Poultry
10486,11,5,$16.80 ,0,84,4,Queso Cabrales,Dairy Products
10486,51,25,$42.40 ,0,1060,7,Manjimup Dried Apples,Produce
10486,74,16,$8.00 ,0,128,7,Longlife Tofu,Produce
10487,19,5,$7.30 ,0,36.5,3,Teatime Chocolate Biscuits,Confections
10487,26,30,$24.90 ,0,747,3,Gumbär Gummibärchen,Confections
10487,54,24,$5.90 ,0.25,106.2000046,6,Tourtière,Meat/Poultry
10488,59,30,$44.00 ,0,1320,4,Raclette Courdavault,Dairy Products
10488,73,20,$12.00 ,0.200000003,192,8,Röd Kaviar,Seafood
10489,16,18,$13.90 ,0,250.1999969,3,Pavlova,Confections
10489,11,15,$16.80 ,0.25,189,4,Queso Cabrales,Dairy Products
10490,75,36,$6.20 ,0,223.1999969,1,Rhönbräu Klosterbier,Beverages
10490,68,30,$10.00 ,0,300,3,Scottish Longbreads,Confections
10490,59,60,$44.00 ,0,2640,4,Raclette Courdavault,Dairy Products
10491,44,15,$15.50 ,0.150000006,197.625,2,Gula Malacca,Condiments
10491,77,7,$10.40 ,0.150000006,61.88000488,2,Original Frankfurter grüne Soße,Condiments
10492,25,60,$11.20 ,0.050000001,638.3999634,3,NuNuCa Nuß-Nougat-Creme,Confections
10492,42,20,$11.20 ,0.050000001,212.8000031,5,Singaporean Hokkien Fried Mee,Grains/Cereals
10493,65,15,$16.80 ,0.100000001,226.7999878,2,Louisiana Fiery Hot Pepper Sauce,Condiments
10493,66,10,$13.60 ,0.100000001,122.3999939,2,Louisiana Hot Spiced Okra,Condiments
10493,69,10,$28.80 ,0.100000001,259.1999817,4,Gudbrandsdalsost,Dairy Products
10494,56,30,$30.40 ,0,912,5,Gnocchi di nonna Alice,Grains/Cereals
10495,77,5,$10.40 ,0,52,2,Original Frankfurter grüne Soße,Condiments
10495,23,10,$7.20 ,0,72,5,Tunnbröd,Grains/Cereals
10495,41,20,$7.70 ,0,154,8,Jack's New England Clam Chowder,Seafood
10496,31,20,$10.00 ,0.050000001,190,4,Gorgonzola Telino,Dairy Products
10497,77,25,$10.40 ,0,260,2,Original Frankfurter grüne Soße,Condiments
10497,72,25,$27.80 ,0,695,4,Mozzarella di Giovanni,Dairy Products
10497,56,14,$30.40 ,0,425.6000061,5,Gnocchi di nonna Alice,Grains/Cereals
10498,24,14,$4.50 ,0,63,1,Guaraná Fantástica,Beverages
10498,42,30,$14.00 ,0,420,5,Singaporean Hokkien Fried Mee,Grains/Cereals
10498,40,5,$18.40 ,0,92,8,Boston Crab Meat,Seafood
10499,49,25,$20.00 ,0,500,3,Maxilaku,Confections
10499,28,20,$45.60 ,0,912,7,Rössle Sauerkraut,Produce
10500,15,12,$15.50 ,0.050000001,176.6999969,2,Genen Shouyu,Condiments
10500,28,8,$45.60 ,0.050000001,346.5599976,7,Rössle Sauerkraut,Produce
10501,54,20,$7.45 ,0,149,6,Tourtière,Meat/Poultry
10502,67,30,$14.00 ,0,420,1,Laughing Lumberjack Lager,Beverages
10502,53,6,$32.80 ,0,196.8000031,6,Perth Pasties,Meat/Poultry
10502,45,21,$9.50 ,0,199.5,8,Rogede sild,Seafood
10503,65,20,$21.05 ,0,421,2,Louisiana Fiery Hot Pepper Sauce,Condiments
10503,14,70,$23.25 ,0,1627.5,7,Tofu,Produce
10504,2,12,$19.00 ,0,228,1,Chang,Beverages
10504,61,25,$28.50 ,0,712.5,2,Sirop d'érable,Condiments
10504,21,12,$10.00 ,0,120,3,Sir Rodney's Scones,Confections
10504,53,10,$32.80 ,0,328,6,Perth Pasties,Meat/Poultry
10505,62,3,$49.30 ,0,147.8999939,3,Tarte au sucre,Confections
10506,70,14,$15.00 ,0.100000001,189,1,Outback Lager,Beverages
10506,25,18,$14.00 ,0.100000001,226.7999878,3,NuNuCa Nuß-Nougat-Creme,Confections
10507,43,15,$46.00 ,0.150000006,586.5,1,Ipoh Coffee,Beverages
10507,48,15,$12.75 ,0.150000006,162.5625,3,Chocolade,Confections
10508,39,10,$18.00 ,0,180,1,Chartreuse verte,Beverages
10508,13,10,$6.00 ,0,60,8,Konbu,Seafood
10509,28,3,$45.60 ,0,136.8000031,7,Rössle Sauerkraut,Produce
10510,75,36,$7.75 ,0.100000001,251.0999908,1,Rhönbräu Klosterbier,Beverages
10510,29,36,$123.79 ,0,4456.439941,6,Thüringer Rostbratwurst,Meat/Poultry
10511,4,50,$22.00 ,0.150000006,935,2,Chef Anton's Cajun Seasoning,Condiments
10511,8,10,$40.00 ,0.150000006,340,2,Northwoods Cranberry Sauce,Condiments
10511,7,50,$30.00 ,0.150000006,1275,7,Uncle Bob's Organic Dried Pears,Produce
10512,24,10,$4.50 ,0.150000006,38.25,1,Guaraná Fantástica,Beverages
10512,47,6,$9.50 ,0.150000006,48.45000076,3,Zaanse koeken,Confections
10512,60,12,$34.00 ,0.150000006,346.8000183,4,Camembert Pierrot,Dairy Products
10512,46,9,$12.00 ,0.150000006,91.80000305,8,Spegesild,Seafood
10513,61,15,$28.50 ,0.200000003,342,2,Sirop d'érable,Condiments
10513,21,40,$10.00 ,0.200000003,320,3,Sir Rodney's Scones,Confections
10513,32,50,$32.00 ,0.200000003,1280,4,Mascarpone Fabioli,Dairy Products
10514,75,50,$7.75 ,0,387.5,1,Rhönbräu Klosterbier,Beverages
10514,65,39,$21.05 ,0,820.9500122,2,Louisiana Fiery Hot Pepper Sauce,Condiments
10514,20,39,$81.00 ,0,3159,3,Sir Rodney's Marmalade,Confections
10514,56,70,$38.00 ,0,2660,5,Gnocchi di nonna Alice,Grains/Cereals
10514,28,35,$45.60 ,0,1596,7,Rössle Sauerkraut,Produce
10515,16,50,$17.45 ,0,872.5,3,Pavlova,Confections
